#'chr'	'start'	'end'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'
X	136155497	136215901	0.10512129874114809	0.12486834274526973	0.09593108171797488	0.11984511000705698	0.145384437888161	0.11156350202283206
1	8361497	8420686	0.08226415821673858	0.10630471889658216	0.08823966428327462	0.1867430146760381	0.14948020738122494	0.19239113512828193
1	8646697	8719401	0.14588671906420583	0.14843961096168262	0.1199854927181998	0.17334108043506863	0.14488474199246737	0.17374801868157436
1	33317147	33469629	0.15334195482790744	0.1692357386480667	0.11190531176224514	0.1977084096865558	0.19886558070465563	0.20045633606253285
1	36231047	36302301	0.06798841779011124	0.1336345292323311	0.08197121240294428	0.10825749034499949	0.09183759552929405	0.08165274347423485
1	39102247	39486501	0.10610871545444227	0.11984035283689456	0.09113705492384842	0.1488410144667353	0.14272979009863188	0.1437228901561039
1	51619871	51674051	0.14699439563075276	0.16142973820993775	0.09250360542104796	0.15075535514488503	0.13728825552378263	0.169245069825682
1	51733147	51811451	0.07140829867093268	0.10353283167986023	0.06773434842599377	0.07538323744296477	0.10604133047173808	0.07297622232938483
1	59115547	59166001	0.13905155311338102	0.15760126190888038	0.09820193039177308	0.17852111035854606	0.13677241715669436	0.13456043762282532
1	67673147	67772501	0.1410760663369543	0.17200455583843524	0.1365680488767278	0.2184830227001548	0.18732913739916462	0.16986412314081328
1	85269397	85527851	0.11019369218359712	0.12200964911694219	0.0829844426908324	0.14703517138412156	0.16638642816721305	0.14123844868007362
1	85540597	85586901	0.22658312330666777	0.26007655009614283	0.18537372451741913	0.46380270455776035	0.48498219754755206	0.40448591539590983
1	86739147	86795951	0.14121332934374387	0.15758302502130167	0.10836975835854797	0.18073398387158457	0.18371405955637113	0.17550104359611624
1	89527835	89577701	0.09879823405919587	0.12859202470595707	0.11628688122632377	0.14982486239407858	0.1844862648778332	0.10630259199378392
1	97091247	97148351	0.09018390286375812	0.11566251182084941	0.07163855934959346	0.0878645032523039	0.09959091528243694	0.08389930826801645
1	115296347	115335235	0.16997118231976757	0.14778966896340498	0.13608700967839807	0.13673705058330654	0.12094108547523419	0.13670280185752925
1	150560047	150583051	0.8169255235191932	1.034605043418996	0.7404218450357458	1.090152948717725	0.8888424197145085	1.1240586046222674
1	155452497	155476151	0.10817018629687383	0.10223983805284736	0.10723040286959455	0.12585849313146302	0.12266397453672948	0.10846297695209751
1	157996270	158050251	0.19433426200262	0.2636030023103276	0.22365355026871106	0.2624618713047047	0.22022041685096982	0.24449211827100398
1	162625447	162723901	0.11346718475709058	0.1958501613311767	0.10901459695581625	0.17118160594923298	0.17042595816947953	0.1737552262194766
1	162956397	162998851	0.09834759452172993	0.09996384433619575	0.06952052084189413	0.09471601651893426	0.10162552512389778	0.07704067174496568
1	163031997	163057701	0.22911006555799587	0.3273998276288765	0.23556484845083775	0.3102665933144739	0.3372943068514818	0.32498948380402254
1	164703497	164782451	0.15614082279396366	0.17620036945094456	0.15354962609280343	0.14569611590590545	0.17944971072930543	0.15215356799465157
1	172341847	172363501	0.22879486421254797	0.32318786580475856	0.22298241408687727	0.20385884100503457	0.23203920561500108	0.23091272397790816
1	172883997	172970651	0.1660083381542653	0.16361848243182042	0.11825716135048639	0.09049704357349246	0.09786789654116726	0.08764703896453936
1	178096991	178139351	0.13257495032290303	0.24317019755901556	0.09150602602070437	0.1614473339490904	0.1749373568162869	0.16278192085096757
1	181072497	181117901	0.3671994798987506	0.44147909491067017	0.3062740464680454	0.3725586215923684	0.4317540290924595	0.3793914751283507
1	183019797	183165151	0.11750634765327447	0.17665749585388235	0.12494263097707192	0.09912139636024261	0.11380862116134405	0.11130813732825574
1	198087697	198127351	0.1083762687669122	0.09709775124980906	0.0830877985474996	0.10799402252354802	0.11829291002337063	0.08564688845030018
1	198153497	198299701	0.116689153426949	0.11496562108174149	0.08095501886653574	0.11728146844167654	0.12870234664459781	0.1073107639644764
1	202551447	202591201	0.17118135534083082	0.19812987523493064	0.14829271695591892	0.17282345254435344	0.15344635978758372	0.16111553802180462
1	203504597	203560001	0.22619786122731772	0.2970937651463395	0.17541694977724373	0.27537832921149746	0.201649487241597	0.22827587536392888
1	203629784	203701601	0.17327651790577997	0.17269889480061087	0.12479225834969197	0.16857751765701715	0.14132753613420465	0.15523788695931995
1	204403397	204440351	0.3154769648930608	0.38426063078980033	0.3026606959956	0.2913774831954247	0.22989365875655005	0.27423062457389236
1	218335647	218391051	0.1808292464172102	0.1984719715683147	0.14440996668046466	0.14401734557270776	0.14183596356662934	0.1364558751653718
1	218449847	218501551	0.2487815432402539	0.2161070882540931	0.15634908726074506	0.1280215999072822	0.1205067164978538	0.11103323375016301
1	219293047	219342601	0.14598790635839015	0.13683051409928368	0.12964187971611685	0.11661290568368611	0.10366891257959839	0.09114039679248083
1	223698247	223795801	0.2302485137115173	0.26716281249054474	0.18304495955704053	0.24970844156032213	0.23329787393802326	0.2258035187167084
1	234956997	235022701	0.2812755839537116	0.29227229762846024	0.22949902742232378	0.25027053107204617	0.20887801507308013	0.22429433524752532
1	235900697	235929701	0.3537078671037356	0.3191267504879019	0.24896606127389337	0.23275776088038816	0.2493571526135008	0.2219846907979847
1	243202847	243295901	0.21956753719955355	0.27321630756222953	0.19528691124524994	0.1950664407999015	0.19871818994977783	0.19167982649138599
1	243697547	243750051	0.10920035989491472	0.14721304898112864	0.1075205807115269	0.07377413603823783	0.10156222850307121	0.09439587405845418
4	24526247	24572351	0.056196651980845135	0.07276636647966889	0.060052041342890626	0.06344911742808634	0.08211819503164085	0.06428320051245083
4	41119997	41209951	0.13368944453147535	0.17891556875243614	0.12195059779672086	0.1402143268107374	0.12343964689906539	0.10812699961551098
4	69746947	69803551	0.15103786529581187	0.13885678706880772	0.11377390639862053	0.15141886030558777	0.19275551137785962	0.15396155811065607
4	76579197	76609551	0.24597460397506982	0.3346653979557851	0.19058276798934748	0.1530849851878025	0.1596566244796109	0.1567725267196526
4	76943147	77072971	0.17982597105607065	0.2533552909684462	0.15039308312941246	0.12427964504282897	0.16997914657860072	0.15254813463716832
4	79996847	80070322	0.12284264078475174	0.22281490861292166	0.1341175966322666	0.11242073353571844	0.16276021533826807	0.09970189283829262
4	88010644	88041951	0.11110343347479408	0.23164182804411493	0.15204571390800428	0.17296413798433158	0.13138351191753753	0.18446895929523338
4	88586847	88641951	0.2713715665430804	0.3554149077132463	0.16515099851688775	0.1835140551585905	0.19324036354140256	0.2129932254790999
4	94507447	94596301	0.10473338021199678	0.10488641120020045	0.08267861490979629	0.07867796731045865	0.09551460690664768	0.08333214675032655
4	102787947	102822859	0.074356209401595	0.2579793882416937	0.07782765328909597	0.20053232499932344	0.19272428215962667	0.06283448195215036
4	112883597	112910451	0.11948426249453295	0.15227868449656481	0.11780208465675304	0.08278426464829071	0.11696797577022394	0.09766249559490107
4	113435197	113476701	0.16098375432345638	0.19304745156670813	0.1643977724993928	0.16080659935454164	0.20505787832477204	0.16462758259927152
4	113897397	113976721	0.09927873042351706	0.1002294586080753	0.07431017869462693	0.12879125913480885	0.14720534783143097	0.10057701944567299
4	114224047	114284551	0.12035468967832064	0.12687625249326012	0.09085347784338126	0.12307393116659826	0.11388628120633998	0.09520110642339315
4	114316247	114367701	0.08071404243227018	0.08583587934039391	0.06791367863819472	0.07884216419047893	0.0946843608983156	0.09072643409326475
4	122757697	122799301	0.19844290528700156	0.19180782998648205	0.12729484043522307	0.12902796648820178	0.1306603710432359	0.11142991851175572
4	122829705	122915251	0.07415320588508552	0.09428308808057882	0.08380868595742577	0.09137300863447756	0.08860175092085706	0.06616251280779048
4	137509247	137529497	0.15417324938316151	0.19242139374239714	0.1171789805504715	0.1378798959675679	0.19454802545876823	0.15402538199206922
4	159262097	159310151	0.15363778150448382	0.17476251266715512	0.1498558638590335	0.1316765835627774	0.1404702208259691	0.11731248052661677
4	169200697	169268097	0.10887416609450387	0.19599909259294923	0.0979179991714628	0.15226169074341533	0.19433319354399922	0.15646202787221863
4	185180697	185403601	0.18012611659408445	0.21435843237481358	0.15763732296033153	0.1499385348535534	0.16505691041231085	0.14021719937806365
3	15629947	15648901	0.34274745226234243	0.4597013559941233	0.31463183519911186	0.358669132031353	0.3291893395542518	0.24341114514723963
3	30333897	30359151	0.10738175359242147	0.12962406010611274	0.07454509712030476	0.12380316580086709	0.09058541591732393	0.10068378600191286
3	48011697	48086278	0.21678277882880947	0.19259058163783604	0.12678517443455176	0.11946002051124231	0.10732071984757263	0.11514218956965186
3	57998247	58175901	0.14413237398880924	0.15869203512035274	0.12118909444743386	0.14622055098965558	0.11326229064730495	0.12713104292789174
