'chr'	'start'	'end'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP2.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP2.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP2.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP2.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP2.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP2.mLb.clN.bigWig'
1	8370937	8371235	0.112607090365	0.0772515982389	0.160195349297	0.0791757301642	0.0660006999969	0.0653655007482	0.0997282529637	0.116312001126	0.195631186634	0.212376738355	0.161373917228	0.191793627837
1	8372183	8372964	0.178499037274	0.220580756451	0.0507313981652	0.144187796374	0.114423476016	0.0821541135719	0.306723215831	0.226476021235	0.67241244558	0.750876433413	0.388178974161	0.411455887858
1	8373764	8374220	0.435235713331	0.0937458621489	0.10146285794	0.247063799778	0.144448664628	0.199680230727	0.279155884477	0.462490319781	0.599235952619	0.554340287651	0.515735899213	0.560510264742
1	22107772	22108719	0.0776780992746	0.0795718701063	0.0507313981652	0.050362598151	0.0660006999969	nan	0.247562693701	0.329340117738	0.478750952131	0.52659140897	0.369893185724	0.25551393647
1	22111183	22112322	0.130694472717	0.0901754181153	0.107391029781	0.141069344155	0.145567002323	0.109151062384	0.699434424292	0.566855216046	0.897016016248	0.809324372328	0.990204118513	1.23643265525
1	24803504	24803925	nan	nan	0.140867050923	0.191880047622	0.0660006999969	0.252352222782	0.177931552686	0.255477272133	0.228254695757	0.246547527664	0.141569714754	0.390021373286
1	30965538	30966423	0.0813667149018	0.177735940083	0.0507313981652	0.050362598151	0.0978805166382	0.0653655007482	0.35448338721	0.271650762814	0.468942883977	0.496198741326	0.265127105548	0.391733338044
1	30976307	30976593	0.111628238763	0.0772515982389	0.0695304172066	0.050362598151	0.0677224468926	0.0958694010973	0.213108629718	0.072506567626	0.117821572843	0.0994405361426	0.135795064948	0.0534153990448
1	31021354	31021878	0.107855127334	0.0886688312791	0.0507313981652	0.0866178864984	0.0660006999969	0.0653655007482	0.216837518827	0.167753585948	0.144983332697	0.0877955238734	0.0757521013259	0.1095832208
1	36350580	36351059	0.999760871205	0.897666772341	0.516740395499	0.678790419547	1.23362072736	0.734440876727	0.896706757379	1.31726784933	1.4175972895	1.51236766502	1.74759964629	1.68654355301
1	36373488	36375205	0.566562172098	0.523239155519	0.425269304493	0.471054020702	0.494332447535	0.375255037727	1.18205967506	1.32992152766	1.52447480692	1.62575523563	1.62514264015	1.72942059571
1	42934219	42934589	nan	0.0772515982389	nan	nan	nan	nan	0.108509502359	0.0714657977223	0.0793507084512	nan	0.0537912994623	0.0914882204713
1	42945914	42946970	0.0789665953384	0.0969936238395	0.0801865975565	0.0977625873956	0.0946202980997	0.0876346296795	0.0952654165114	0.132269256249	0.100485647401	0.0839304666373	0.14787523694	0.0870851832411
1	51647755	51648523	0.517336294279	0.757898077889	0.345475574926	0.528959921426	0.439359449929	0.475834276846	0.682653678751	0.5497655681	0.935760627278	0.761281096866	1.03057974821	1.01245792687
1	51669375	51670222	nan	0.0772515982389	0.0507313981652	0.135171655397	nan	0.0848579638775	0.517559605416	0.183769134368	0.383316305234	0.26364810076	0.229644936101	0.298608990793
1	66536330	66536702	0.0968887640904	0.0772515982389	0.130783433856	0.110878736682	0.0660006999969	0.0653655007482	0.197886722222	nan	0.102574060775	0.161830784653	0.0606506439863	0.127938539751
1	66553855	66554182	nan	0.126058970972	0.106892791409	0.0941700375151	0.0660006999969	0.0998095969508	0.0719588026404	0.0714657977223	0.108813796386	0.139184458495	0.194602730396	0.0924741375764
1	66575034	66575378	0.0776780992746	0.0772515982389	0.0507313981652	0.050362598151	nan	nan	0.119686836871	0.140438990797	0.1489514904	0.100895412082	0.107113810213	0.106364928413
1	76048923	76049368	nan	nan	0.0507313981652	nan	0.0660006999969	nan	nan	nan	0.0471285991371	0.0467762984335	nan	nan
1	85453679	85454168	0.0776780992746	0.0772515982389	0.0507313981652	0.177805840235	0.0923198371029	0.111068208588	0.240509485215	0.212059095487	0.331827683378	0.313563764415	0.461131116364	0.273740272763
1	93609879	93610355	nan	0.133925117715	0.0507313981652	0.050362598151	nan	0.0653655007482	0.0719588026404	0.207190869423	0.0764354662109	0.144610504366	0.0887105951101	0.136011511329
1	93616465	93618478	0.225594942373	0.232791939919	0.17581246356	0.171086408614	0.108857795973	0.151614140227	0.477005086451	0.513680415016	0.642230280386	0.719845696608	0.54505874984	0.562732411022
