'chr'	'start'	'end'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP2.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP2.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP2.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP2.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP2.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP2.mLb.clN.bigWig'
1	8361497	8420686	0.162063142056	0.158588044403	0.141110958894	0.13676068322	0.130954735224	0.114841184005	0.227394847374	0.204729640201	0.232912138954	0.196454147608	0.229839144731	0.194821436742
1	8651947	8719251	0.210208012079	0.203338932241	0.158986074371	0.177509082418	0.20420430104	0.209387773494	0.196976040586	0.208786545382	0.2326254502	0.228602008985	0.230745947217	0.230382310586
1	15876747	15919451	0.207853513915	0.223833278105	0.138479909892	0.134757774867	0.147485178952	0.165741200166	0.152965285113	0.148738037835	0.140245549694	0.15489386482	0.137852290975	0.146529714209
1	22062647	22113501	0.0939118584704	0.0995099391301	0.0796973189493	0.0661841921839	0.0858904224372	0.0851583982548	0.164351409242	0.136880594952	0.142229046291	0.131966186478	0.148434232846	0.139579707664
1	24764497	24804201	0.102172993641	0.11755231631	0.0810065302936	0.0881150679984	0.110389937172	0.122836526687	0.119715137349	0.104922486698	0.0975552073088	0.106825880007	0.0971274685557	0.0964003062849
1	30961597	31055101	0.111611285483	0.145076741509	0.0806303371876	0.0814671027648	0.103931991845	0.102790868419	0.142947636884	0.123193309889	0.129949517931	0.11414205855	0.11806232507	0.13511367301
1	36342397	36377001	0.315109254345	0.33883437855	0.230545588112	0.218070353071	0.28467689138	0.333562510009	0.343032590483	0.410989957494	0.424928822425	0.357213508325	0.460216755018	0.410628387798
1	39102947	39272851	0.196321781345	0.212510338968	0.133010441604	0.154926184999	0.17974592691	0.170506448224	0.223518428862	0.215207240902	0.222970717866	0.217008986479	0.227534102993	0.218843017458
1	39375747	39427701	0.244505287882	0.272798222166	0.174391268107	0.172612848175	0.23087937884	0.253064535133	0.339799488309	0.308495423618	0.279443225458	0.264138467756	0.296897649545	0.317625798412
1	42924547	42953701	0.177282247536	0.219699260118	0.123462365108	0.0983896734605	0.279742635909	0.265828348123	0.246066566002	0.237577192231	0.191156906153	0.239378277049	0.276631511861	0.321386029983
1	51619871	51673751	0.207882352692	0.241764542522	0.147053661486	0.138776665702	0.212126543828	0.175403448136	0.191581258284	0.175265605692	0.203647556626	0.184876906568	0.212723258588	0.233398693117
1	66517297	66635601	0.175249204814	0.160916059218	0.124708814302	0.120122123196	0.137481864146	0.144074594596	0.174323835239	0.160648647479	0.138198347801	0.141427253371	0.153526489082	0.146075014074
1	76022997	76110101	0.180869337823	0.190579998832	0.148657711647	0.129229308028	0.187156475505	0.180960887596	0.196609984384	0.185999515943	0.198889264663	0.18446430207	0.193712383346	0.17282706772
1	85313097	85385301	0.15927550024	0.177924946444	0.116603663921	0.118780726257	0.160823671752	0.14064344383	0.179287056552	0.185058405107	0.156107641875	0.133176920581	0.197080142387	0.174431781696
1	85427447	85462205	0.137440652695	0.0914449862533	0.0792210348782	0.0978690387044	0.117093773325	0.0848465241624	0.154606985897	0.177943372026	0.162265677505	0.211179485863	0.150034392802	0.15327503658
1	85548747	85585701	0.334388792109	0.31993221332	0.249938961006	0.238838516987	0.284477982738	0.298701816645	0.620786032875	0.619373742315	0.481234848727	0.533472535255	0.718227172183	0.569372744732
1	93606097	93645601	0.169831847962	0.160542014152	0.128278149648	0.121061350632	0.133583204018	0.162529320866	0.234981388979	0.253607659727	0.214967255096	0.276198896907	0.22824091267	0.254646582427
1	115298747	115335151	0.244924356879	0.201655530746	0.204928399969	0.205814068111	0.203875269055	0.232997840728	0.158776264922	0.158666282709	0.161137569642	0.166263045329	0.168846044394	0.163343712493
1	156086247	156141351	0.639605527772	0.673029074909	0.501274932334	0.474253680667	0.581390509762	0.486646469383	0.583878890376	0.569173356107	0.726276742345	0.688462805464	0.736588774618	0.715026518387
1	157996270	158050551	0.299482465017	0.341330315526	0.236284724325	0.241968832522	0.296217586608	0.264323094861	0.303936006977	0.308595867468	0.286845063276	0.273914046018	0.270600270485	0.287449484874
