'chr'	'start'	'end'	'CM_24h_ATAC_S165170_REP1.mLb.clN.bigWig'	'CM_24h_ATAC_S165170_REP2.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP1.mLb.clN.bigWig'	'CM_48h_ATAC_S165167_REP2.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP1.mLb.clN.bigWig'	'CM_control_ATAC_S165169_REP2.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP1.mLb.clN.bigWig'	'SH_24h_ATAC_S165164_REP2.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP1.mLb.clN.bigWig'	'SH_48h_ATAC_S165165_REP2.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP1.mLb.clN.bigWig'	'SH_control_ATAC_S165166_REP2.mLb.clN.bigWig'
1	8003647	8029701	0.229512243431	0.229224051997	0.15466697982	0.166301797762	0.22556368071	0.24010077457	0.292305053091	0.282908370515	0.377599437827	0.325559985012	0.329286977601	0.374380287024
1	8438297	8484001	0.141372771471	0.161317109919	0.100555771464	0.100232327088	0.122061072157	0.12674764545	0.143081636926	0.172380725709	0.134929838761	0.178632880743	0.177650204559	0.191603768146
1	12423147	12455451	0.210206987237	0.162089270747	0.112470218999	0.115697075323	0.134362374912	0.173263756151	0.134066796029	0.156377296263	0.128656015002	0.130420965238	0.126884057925	0.127170280213
1	14936297	14996751	0.238897728779	0.169619378284	0.143239315543	0.153973157484	0.178310767397	0.188009199579	0.280457423113	0.318924044749	0.27510054452	0.289586643092	0.30022859617	0.291324084741
1	16371447	16394251	0.0952923369776	0.103142144579	0.0810388522358	0.0865933247919	0.104604441469	0.0965763855134	0.194542977698	0.163946558825	0.145407182655	0.151867006432	0.161934474562	0.183412949659
1	21140297	21171757	0.188765018227	0.186923197201	0.103305784527	0.156459239758	0.200757960849	0.145590632087	0.16092613267	0.189931416778	0.153669530941	0.168950607959	0.184702486289	0.139665309657
1	49323897	49359401	0.188135946961	0.172675370669	0.151000406685	0.126386624055	0.154978394681	0.0960981165536	0.174353104175	0.169524180773	0.144249448952	0.180897997937	0.129894993136	0.134120497849
1	63907647	63950601	0.182009672574	0.164734011561	0.13571293902	0.110759713509	0.21525228677	0.157045318712	0.16751235509	0.161461058863	0.153241934706	0.167884962921	0.178534030143	0.183339558309
1	63965797	63988351	0.154591224039	0.166486202035	0.124192181293	0.119763450106	0.129834548158	0.159448373724	0.193849921203	0.165073384498	0.1566370772	0.14860281927	0.203288876439	0.179891958423
1	64037247	64053301	0.32696664816	0.216766593447	0.198091437073	0.20314519837	0.23950225134	0.265491181097	0.265932863674	0.279138340969	0.279660121252	0.225013313832	0.28915140206	0.276792240232
1	66933240	66955901	0.0991065050769	0.10755790349	0.0673825466153	0.0666094374894	0.0834854343189	0.110941933247	0.143217437764	0.111532099401	0.0940113873841	0.107627288617	0.121348563276	0.118349486547
1	67735197	67767851	0.160806591694	0.16132689002	0.131987880208	0.136524987851	0.181784575686	0.145999252094	0.199737192469	0.174418104097	0.180295286959	0.159485687447	0.227521807977	0.218661417026
1	77504097	77516401	0.123728063335	0.22270384524	0.133366977357	0.113870341416	0.138093690783	0.171451685334	0.245765617052	0.282616848599	0.2416565856	0.23935721223	0.275172014382	0.332658206177
1	84167637	84177701	0.132639635435	0.110990239066	0.0613432999227	0.0951240583241	0.119343837561	0.0738602283968	0.116339020815	0.160712045483	0.138484459249	0.143652926349	0.165956696459	0.126195651083
1	89536147	89576651	0.23349614735	0.229346248612	0.16181173559	0.155076737377	0.158678051587	0.153386571304	0.198772443211	0.193273337494	0.142617230207	0.148455178493	0.176426758823	0.160932879535
1	98023597	98035251	0.0835854966578	0.102029054957	0.0726811173837	0.0589252379192	0.0803641289544	0.084104320154	0.159917053515	0.120471472288	0.138925460336	0.130732476905	0.108895412123	0.130586567322
